name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Melbourne,Australia",2010-05-09,21.1,10,15.7,21.1,10,15.7,10.2,70.9,0.049,100,4.17,rain,,,,25.9,351.5,1019.1,66.4,20.5,101.9,8.8,4,,2010-05-09T07:07:47,2010-05-09T17:24:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-10,20.1,11.6,16.1,20.1,11.6,16.1,9,63.9,0,0,0,,,,,35.3,4.5,1013.8,45.6,20.1,133.2,11.5,5,,2010-05-10T07:08:40,2010-05-10T17:24:01,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-11,15.7,6.1,10,15.7,2.8,8.7,5,72.4,4.003,100,4.17,rain,,,,35.3,267.5,1014.2,64.5,18.2,78.2,6.7,3,,2010-05-11T07:09:33,2010-05-11T17:23:05,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-12,13.8,7.1,9.8,13.8,3.6,8.2,5.8,76.8,2.157,100,12.5,rain,,,,25.9,256.3,1023,70.2,17.9,116.5,10.1,5,,2010-05-12T07:10:25,2010-05-12T17:22:10,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-13,14.1,7.4,11.1,14.1,4.7,10.6,9.4,89.2,0.77,100,8.33,rain,,,,24.1,239.4,1023.7,82.6,15.4,92.7,8,4,,2010-05-13T07:11:17,2010-05-13T17:21:16,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-14,14.1,9.9,11.9,14.1,9.6,11.9,9.9,87.8,0.52,100,8.33,rain,,,,14.8,218.8,1020.8,94,14.3,106.8,9.3,4,,2010-05-14T07:12:09,2010-05-14T17:20:24,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-15,15.6,10.1,12.5,15.6,10.1,12.5,9.1,80.3,0.171,100,4.17,rain,,,,12.1,151.4,1019.3,83.3,17,102.4,8.7,4,,2010-05-15T07:13:00,2010-05-15T17:19:34,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-05-16,17.1,4.1,9.7,17.1,2.6,9,7.6,87.9,0.078,100,4.17,rain,,,,14.8,310.8,1020.3,54.1,10.3,120.1,10.3,5,,2010-05-16T07:13:51,2010-05-16T17:18:45,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-17,16.5,4.9,9.9,16.5,3.7,9,7.4,85.6,0.22,100,4.17,rain,,,,16.6,358,1020.2,59.7,9.1,131.3,11.3,5,,2010-05-17T07:14:42,2010-05-17T17:17:57,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-18,17.1,3.6,9.6,17.1,1.6,8.6,4.6,74.3,0.049,100,4.17,rain,,,,20.5,12.2,1020.6,42.2,12.9,129.7,11.2,5,,2010-05-18T07:15:32,2010-05-18T17:17:11,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-19,18.1,3.1,10,18.1,1.2,8.9,4.8,72.4,0,0,0,,,,,18.4,18.8,1022.3,38.9,18.4,116.9,10,5,,2010-05-19T07:16:22,2010-05-19T17:16:27,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-20,17.1,5.7,10.7,17.1,2.6,9.8,6.6,77.9,0.049,100,4.17,rain,,,,18.4,43.1,1022.3,53,15.8,87.6,7.4,4,,2010-05-20T07:17:11,2010-05-20T17:15:44,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-21,13.8,6.1,10.6,13.8,4.1,10.3,7.2,80.7,0.04,100,4.17,rain,,,,15.3,204.7,1022.8,77.3,16.8,122,10.7,5,,2010-05-21T07:18:00,2010-05-21T17:15:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-22,14.1,2.2,7.6,14.1,0.5,6.5,3.4,77.1,0.049,100,4.17,rain,,,,16.6,241.7,1022.9,42.6,15.9,83.6,7.1,3,,2010-05-22T07:18:48,2010-05-22T17:14:23,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-23,17.1,0.6,8.4,17.1,-1.1,7,2.7,70.9,0.082,100,4.17,rain,,,,27.7,14.9,1020.1,35.9,14.2,126.2,10.9,5,,2010-05-23T07:19:35,2010-05-23T17:13:46,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-24,14.7,6.6,11,14.7,5.3,10.6,7.2,78.4,1.904,100,8.33,rain,,,,16.6,41.4,1013.9,90.7,15.3,76.1,6.5,4,,2010-05-24T07:20:22,2010-05-24T17:13:09,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-25,13.8,11.1,12.3,13.8,11.1,12.3,11.7,95.8,7.476,100,8.33,rain,,,,14.3,118.6,1007.6,92.2,9.7,72.7,6.3,3,,2010-05-25T07:21:09,2010-05-25T17:12:35,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-26,18.1,10.1,13.1,18.1,10.1,13.1,10.8,86.6,0,0,0,,,,,22.3,175.3,1010.8,58.6,9.7,117.1,10.2,5,,2010-05-26T07:21:54,2010-05-26T17:12:02,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-05-27,18.2,8.6,13,18.2,8.1,12.9,10.1,83.7,1.564,100,8.33,rain,,,,33.5,5,1016.5,83.1,14,90.9,7.8,4,,2010-05-27T07:22:39,2010-05-27T17:11:31,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-28,16.1,8.4,13.2,16.1,8,13.1,9.8,80.1,0.04,100,4.17,rain,,,,29.5,20,1013.7,75.4,16.9,90.5,7.9,4,,2010-05-28T07:23:23,2010-05-28T17:11:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-29,15.3,12,13.4,15.3,12,13.4,11.5,88.6,2.157,100,12.5,rain,,,,22.3,149.5,1006.2,88,14.7,55.6,4.8,3,,2010-05-29T07:24:06,2010-05-29T17:10:34,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-30,17.1,10.6,14.1,17.1,10.6,14.1,11.2,83.9,0.261,100,4.17,rain,,,,37.1,162,1012.2,85.7,10.5,86.1,7.5,4,,2010-05-30T07:24:49,2010-05-30T17:10:08,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-05-31,16.2,9.1,12.9,16.2,8.6,12.9,9.5,80.2,0,0,0,,,,,27.7,162.7,1017.7,66.8,13.2,76.7,6.6,3,,2010-05-31T07:25:30,2010-05-31T17:09:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-01,16.4,6.7,11,16.4,5.3,10.4,8.5,85.7,0.131,100,4.17,rain,,,,20.5,342.2,1018.4,81.4,12.9,90.9,7.9,4,,2010-06-01T07:26:11,2010-06-01T17:09:21,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-02,16.1,8,11.4,16.1,6.8,11.2,8.4,82.9,0,0,0,,,,,14.8,201.8,1022,70.3,14.3,100,8.6,4,,2010-06-02T07:26:51,2010-06-02T17:09:01,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-03,14.1,5.1,9,14.1,3.5,8.2,7.6,91.5,0.088,100,4.17,rain,,,,11.2,314.5,1026,53,7.3,98.9,8.5,4,,2010-06-03T07:27:29,2010-06-03T17:08:42,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-04,11.2,7,9.4,11.2,5.3,8.9,8.2,92.4,0.076,100,4.17,rain,,,,13,283.1,1023.1,94.9,6.1,110.2,9.5,5,,2010-06-04T07:28:07,2010-06-04T17:08:25,0.73,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-05,12.5,5.2,9.2,12.5,3.2,8.4,7.7,90.2,12.35,100,12.5,rain,,,,30.4,237.4,1019.3,79.3,9,50.1,4.3,2,,2010-06-05T07:28:44,2010-06-05T17:08:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-06,13.1,6.8,9.6,13.1,4.6,8.2,7.3,86.1,2.585,100,8.33,rain,,,,27.7,212.6,1023.4,78,14,102.4,9,4,,2010-06-06T07:29:19,2010-06-06T17:07:56,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-07,12.1,7.1,9.1,12.1,4.9,8.2,7.3,88.8,1.133,100,4.17,rain,,,,13,277.1,1025.4,85.2,14,97.1,8.4,4,,2010-06-07T07:29:53,2010-06-07T17:07:44,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-08,13.4,8.1,10.2,13.4,5.1,9.2,5.4,73.6,0.049,100,4.17,rain,,,,32.8,348.4,1019.5,88,18.2,95.8,8.2,4,,2010-06-08T07:30:27,2010-06-08T17:07:34,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-06-09,12.1,7.1,9.4,12.1,3.1,6.8,4.7,72.9,3.804,100,8.33,rain,,,,37.1,293.5,1011,75.4,17.2,58.9,5.2,3,,2010-06-09T07:30:58,2010-06-09T17:07:26,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-10,13.6,6.5,9.9,13.6,3.2,8.6,5.8,76.6,2.921,100,8.33,rain,,,,25.1,266.7,1020.5,83.2,16.7,43.4,3.6,2,,2010-06-10T07:31:29,2010-06-10T17:07:19,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-11,13.4,8.1,10.3,13.4,5.1,9.3,7.5,83,2.472,100,8.33,rain,,,,27.7,262.8,1021.6,87.9,14.3,59.3,5,3,,2010-06-11T07:31:59,2010-06-11T17:07:15,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-12,11.5,6.7,8.7,11.5,3.9,7,6,83.4,2.161,100,8.33,rain,,,,21.3,235.5,1026.5,86.2,16.4,82.6,7.1,3,,2010-06-12T07:32:27,2010-06-12T17:07:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-13,11.7,8.1,9.9,11.7,7,9.3,5.8,76.2,0,0,0,,,,,13.8,214.6,1031.7,94.8,17.3,62.5,5.5,3,,2010-06-13T07:32:53,2010-06-13T17:07:10,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-14,13.1,4.5,9,13.1,1.3,8.1,4.3,73.2,0,0,0,,,,,18.4,7.8,1032.7,64.5,17,91.8,8,4,,2010-06-14T07:33:19,2010-06-14T17:07:11,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-15,13.1,3.3,7.5,13.1,-0.1,6.4,3.1,75.4,0.024,100,4.17,rain,,,,20.5,346.5,1028.9,59.6,17.2,69.6,6.1,3,,2010-06-15T07:33:43,2010-06-15T17:07:13,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-16,14.4,1.7,9.4,14.4,-1.1,8.3,6.6,83.4,0,0,0,,,,,40.7,6.3,1018.9,76.9,15.5,41.4,3.4,2,,2010-06-16T07:34:05,2010-06-16T17:07:16,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-17,14.6,7.1,11.6,14.6,3.4,11,6.4,70.9,4.154,100,12.5,rain,,,,46.4,320.6,1007,71.5,17,45.7,3.9,3,,2010-06-17T07:34:26,2010-06-17T17:07:22,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-06-18,14,5.1,10,14,1.4,8.6,6,76.9,0,0,0,,,,,40.7,352.6,1014,54,16.8,99.7,8.6,4,,2010-06-18T07:34:45,2010-06-18T17:07:29,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-19,14.9,10.1,12.4,14.9,10.1,12.4,7.4,72.3,2.973,100,4.17,rain,,,,29.5,294.9,1017.9,72.1,15.7,49.8,4.3,2,,2010-06-19T07:35:03,2010-06-19T17:07:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-20,12.8,7.1,11.4,12.8,6.6,11.3,9.2,86.7,2.606,100,8.33,rain,,,,19.3,287.5,1025.8,84.6,12.4,89.1,7.8,4,,2010-06-20T07:35:20,2010-06-20T17:07:48,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-21,14.1,3.8,7.6,14.1,-0.2,6.4,4.8,84.6,0.027,100,4.17,rain,,,,20.5,15,1034.1,48.3,9.5,80.9,7.1,3,,2010-06-21T07:35:35,2010-06-21T17:08:00,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-22,12.1,1.2,6.1,12.1,-0.7,5.1,4,87.2,0.186,100,4.17,rain,,,,14.8,352.6,1036.4,71.1,10.2,101.9,8.8,4,,2010-06-22T07:35:48,2010-06-22T17:08:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-23,16.1,2.7,8.6,16.1,0.9,7.7,5.2,81,0.049,100,4.17,rain,,,,29.5,10.4,1033,63.7,15.7,73.9,6.4,3,,2010-06-23T07:35:59,2010-06-23T17:08:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-24,16.3,6.7,12.6,16.3,5,12.3,7.8,73,0.027,100,4.17,rain,,,,40.7,10.6,1023.5,64.6,20,50.8,4.4,2,,2010-06-24T07:36:09,2010-06-24T17:08:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-25,14.5,9.1,12.4,14.5,6.4,12.1,10.1,86,14.096,100,16.67,rain,,,,46.4,351.1,1016.9,85.5,14.1,14.6,1.2,1,,2010-06-25T07:36:17,2010-06-25T17:09:04,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-26,11.3,4.9,7.9,11.3,1.4,5.7,5.5,85.4,4.076,100,12.5,rain,,,,27.7,252.4,1022.3,70.3,16.8,70.7,6.2,3,,2010-06-26T07:36:24,2010-06-26T17:09:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-27,11.6,3.5,7.1,11.6,-0.1,5.4,4,82,1.979,100,8.33,rain,,,,18.4,284.9,1023.6,45.7,18.4,75.3,6.5,4,,2010-06-27T07:36:29,2010-06-27T17:09:44,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-28,11.1,2.3,6.6,11.1,-2.1,3.3,1.8,72.8,0.155,100,4.17,rain,,,,50,0.3,1017.5,51.3,19.1,96.3,8.3,4,,2010-06-28T07:36:32,2010-06-28T17:10:07,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-06-29,9.4,6.1,7.8,6.2,0.6,3.5,2.9,71.7,0.571,100,8.33,rain,,,,42.5,2.6,1014.9,91.5,17.2,52,4.4,2,,2010-06-29T07:36:33,2010-06-29T17:10:30,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-06-30,11.4,6.1,8.4,11.4,1,5.5,4.6,77.5,1.922,100,4.17,rain,,,,35.3,357.5,1016.7,86.5,17.2,48.3,4.2,3,,2010-06-30T07:36:32,2010-06-30T17:10:55,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-01,12.1,7,8.8,12.1,3.1,6.6,5.8,81.9,0,0,0,,,,,29.5,359.4,1022.5,79.4,17,90.6,7.6,4,,2010-07-01T07:36:30,2010-07-01T17:11:22,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-02,12.1,5.7,8.8,12.1,2.3,7.3,5.7,81.1,1.833,100,8.33,rain,,,,20.5,338.7,1024.2,87.2,18,89.8,7.9,4,,2010-07-02T07:36:26,2010-07-02T17:11:50,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-03,13,6.1,9.8,13,2.8,8.6,6.5,80.9,0.932,100,12.5,rain,,,,22.3,268.2,1029.6,85.7,18.8,76.3,6.5,3,,2010-07-03T07:36:20,2010-07-03T17:12:19,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-04,11.7,4.1,8.8,11.7,1.1,7.9,5.5,81.2,0.137,100,4.17,rain,,,,20.5,346.5,1030,79.9,20.2,79.8,6.8,3,,2010-07-04T07:36:13,2010-07-04T17:12:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-05,12.2,4,7.8,12.2,2.2,7,4,77.7,0,0,0,,,,,16.6,358.9,1025.1,80.7,17.4,80.9,7.1,3,,2010-07-05T07:36:03,2010-07-05T17:13:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-07-06,12.1,2.3,6.2,12.1,-0.3,4.6,2.3,78.1,0.049,100,4.17,rain,,,,16.6,300.8,1022.2,45.6,15.9,111.3,9.6,5,,2010-07-06T07:35:52,2010-07-06T17:13:53,0.81,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-07,12.2,3,8.3,12.2,0.8,7.3,6.6,89.2,0.024,100,4.17,rain,,,,16.6,347,1026.3,76.2,14.4,97.6,8.4,4,,2010-07-07T07:35:39,2010-07-07T17:14:26,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95867099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-08,12.1,5.1,9.1,12.1,2.9,8.8,6.4,84.4,0.155,100,4.17,rain,,,,11,186.4,1028.4,90.7,11.6,77.2,6.7,3,,2010-07-08T07:35:24,2010-07-08T17:15:01,0.88,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-09,14.8,0.9,7.1,14.8,-2.6,5.1,3.7,81,0.049,100,4.17,rain,,,,28.7,4.1,1027.6,43.6,14.7,111.7,9.6,5,,2010-07-09T07:35:08,2010-07-09T17:15:36,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-10,13.9,4.9,11.7,13.9,3.3,11.4,7,73.6,0.082,100,4.17,rain,,,,53.6,8.6,1016.9,86.5,18.7,60.3,5.2,3,,2010-07-10T07:34:49,2010-07-10T17:16:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-11,15.4,9.1,12.1,15.4,6,11.8,7.4,73.4,0.164,100,8.33,rain,,,,27.7,348.1,1016.6,33.3,18.4,98.3,8.5,4,,2010-07-11T07:34:29,2010-07-11T17:16:50,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"95874099999,94866099999,95867099999,95866099999,94865099999,remote,94864099999,94870099999"
"Melbourne,Australia",2010-07-12,15.3,5.8,10.3,15.3,3.6,9.1,6.7,79.5,0,0,0,,,,,29.5,5.8,1020.1,22.7,17.1,116.6,10.2,5,,2010-07-12T07:34:07,2010-07-12T17:17:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95867099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-13,15.1,7.4,12,15.1,5.9,11.5,7.8,76.1,4.276,100,4.17,rain,,,,37.1,359,1007.1,63.6,18.2,96.3,8.4,5,,2010-07-13T07:33:43,2010-07-13T17:18:08,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-14,12.1,7.7,9.7,12.1,4,7.9,5.3,74.4,5.238,100,8.33,rain,,,,32.4,309.8,1004,78.1,14.8,47.8,4.2,2,,2010-07-14T07:33:17,2010-07-14T17:18:48,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-15,13.1,5.6,8.9,13.1,2,7.2,5.4,79.3,1.068,100,8.33,rain,,,,25.9,266.3,1020.5,64.2,17,95.4,8.2,4,,2010-07-15T07:32:50,2010-07-15T17:19:29,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-16,13.1,8.7,10.5,13.1,6.4,9.8,5.1,70.1,0,0,0,,,,,18.4,321.8,1026.8,93.2,17.3,88.2,7.6,4,,2010-07-16T07:32:21,2010-07-16T17:20:11,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,95867099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-17,13.1,3.8,8.7,13.1,1.3,7,4.2,74.2,0,0,0,,,,,25.9,355.1,1025,63.7,17.3,119,10.2,5,,2010-07-17T07:31:50,2010-07-17T17:20:54,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-18,12,7.1,9.2,12,2.6,7.2,5.2,76.5,6.085,100,8.33,rain,,,,50,358.3,1017.5,75.2,17.3,49,4.2,2,,2010-07-18T07:31:17,2010-07-18T17:21:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
"Melbourne,Australia",2010-07-19,11.8,3.1,7.4,11.8,-1.2,5.9,4.5,82.7,1.809,100,8.33,rain,,,,18.4,281,1019.4,56.8,19,117.5,10.2,5,,2010-07-19T07:30:43,2010-07-19T17:22:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,95866099999,94865099999,94864099999,94870099999"
